fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2019-01-23,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,4","0,0","9,8",06:44,"19,1",11:48,28,"8,3","20,6",12:24,"5,6","1005,9",00,"999,0",20
2019-01-24,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,4","0,0","9,3",22:21,"17,6",00:03,26,"4,7","16,4",04:12,"0,0","1009,1",Varias,"999,5",01
2019-01-25,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,5","0,0","11,0",06:05,"22,0",15:10,31,"3,3","12,5",04:10,"9,7","1013,2",Varias,"1008,4",04
2019-01-26,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,2","0,0","7,2",23:26,"19,2",13:15,99,"3,6","8,9",Varias,"9,7","1017,4",Varias,"1010,9",24
2019-01-27,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,2","0,0","6,5",05:40,"20,0",12:00,99,"8,3","17,5",12:14,"8,3","1012,4",Varias,"1006,8",10
2019-01-28,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,6","0,0","9,1",05:21,"20,0",14:39,31,"8,6","18,6",16:27,"9,5","1012,8",Varias,"1008,0",15
2019-01-29,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,8","0,0","11,0",05:11,"18,7",14:17,99,"4,7","13,9",Varias,"3,3","1012,3",00,"997,4",24
2019-01-30,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,2","0,0","12,6",Varias,"17,9",14:38,99,"4,2","13,9",Varias,"6,5","1009,4",10,"997,5",00
2019-01-31,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,6","0,0","10,8",05:13,"22,4",14:51,99,"5,3","15,3",Varias,"2,7","1004,9",00,"997,9",24
2019-02-01,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,2","1,2","10,8",23:36,"19,7",13:17,29,"6,4","16,4",13:13,"5,8","997,9",00,"990,1",14
2019-02-02,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,8","0,0","8,7",23:59,"15,0",14:17,31,"8,1","23,6",11:12,"7,2","1011,0",Varias,"993,9",00
2019-02-03,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,4","0,0","6,1",23:00,"14,8",14:31,29,"8,3","21,7",03:06,"9,8","1022,9",Varias,"1010,8",00
2019-02-04,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,0","0,0","4,8",05:51,"17,2",14:39,99,"3,9","11,7",Varias,"10,0",,,,
2019-02-05,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,0","0,0","3,5",03:13,"20,5",13:08,26,"2,2","7,8",00:08,"10,0","1024,3",Varias,"1021,5",15
2019-02-06,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,5","0,0","6,8",01:37,"20,2",13:33,20,"1,7","7,2",16:05,"10,0","1022,8",Varias,"1018,7",24
2019-02-07,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,2","0,0","7,7",03:09,"20,7",11:21,30,"4,2","9,7",09:42,"10,0","1020,4",Varias,"1016,6",14
2019-02-08,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,9","0,0","7,4",03:29,"18,4",12:37,99,"1,7","5,8",Varias,"9,6","1020,9",Varias,"1017,7",17
2019-02-09,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,4","0,0","7,3",06:01,"21,6",13:13,99,"2,5","7,2",Varias,"10,2","1019,4",Varias,"1017,3",14
2019-02-10,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,0","0,0","6,4",04:57,"19,7",Varias,28,"5,3","15,0",12:19,"5,8","1020,1",Varias,"1016,6",04
2019-02-11,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,2","0,0","10,1",22:31,"18,2",09:46,99,"5,6","11,4",Varias,"8,1","1026,9",Varias,"1019,9",04
2019-02-12,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,2","0,0","6,7",06:22,"15,8",13:18,99,"2,5","7,2",Varias,"9,5","1029,9",Varias,"1026,4",04
2019-02-13,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,8","0,0","5,9",06:17,"15,7",10:58,09,"3,6","8,3",14:48,"9,5","1029,4",Varias,"1027,6",05
2019-02-14,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,3","0,0","9,3",23:30,"15,3",13:22,07,"4,7","9,7",10:29,"6,6","1030,9",Varias,"1027,6",24
2019-02-15,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,6","0,0","7,3",23:48,"15,8",12:33,99,"5,0","10,8",Varias,"10,0","1027,6",00,"1023,9",17
2019-02-16,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,6","0,0","5,5",02:28,"17,6",13:14,99,"4,7","10,3",Varias,"10,1","1026,1",Varias,"1022,8",17
2019-02-17,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,9","0,0","5,6",00:18,"16,2",13:45,99,"4,4","9,2",Varias,"5,7","1023,6",00,"1017,3",13
2019-02-18,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,6","0,0","6,1",04:38,"17,1",13:45,99,"5,0","10,3",Varias,"10,2","1019,9",00,"1015,8",16
2019-02-19,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,7","0,0","6,7",04:47,"16,7",Varias,99,"5,0","9,7",Varias,"10,0","1019,4",Varias,"1016,5",04
2019-02-20,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,5","0,0","9,0",06:58,"18,0",11:40,12,"3,6","7,2",13:22,"9,9","1024,0",Varias,"1019,0",03
2019-02-21,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,7","0,0","7,0",06:26,"16,4",14:35,99,"2,5","6,7",Varias,"8,1","1028,6",Varias,"1023,8",03
2019-02-22,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,2","0,0","4,9",07:16,"19,5",13:05,22,"2,2","6,1",11:42,"10,3","1028,4",Varias,"1023,4",24
2019-02-23,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,0","0,0","6,3",05:25,"21,7",10:08,99,"2,2","6,1",Varias,"10,2","1024,2",09,"1021,5",16
2019-02-24,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,5","0,0","6,8",06:30,"18,2",13:37,99,"2,8","7,2",Varias,"10,4","1029,9",Varias,"1023,8",00
2019-02-25,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,7","0,0","4,4",03:10,"19,0",11:08,07,"2,8","7,2",10:56,"10,4","1029,9",Varias,"1027,4",Varias
2019-02-26,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,1","0,0","5,1",01:14,"21,1",12:24,08,"2,8","7,2",12:57,"10,4","1027,6",00,"1025,3",15
2019-02-27,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,4","0,0","4,4",06:27,"20,4",12:17,20,"1,9","7,2",14:06,"10,6","1025,8",00,"1022,1",15
2019-02-28,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,7","0,0","5,4",04:07,"24,0",11:23,08,"2,8","7,2",13:32,"10,5","1022,8",00,"1021,0",04
2019-03-01,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,1","0,0","7,1",03:23,"21,1",11:52,09,"1,7","6,7",12:23,"9,3","1021,2",Varias,"1017,6",24
2019-03-02,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,1","0,0","8,8",23:55,"21,4",12:13,99,"2,8","6,1",Varias,"9,2","1021,3",Varias,"1017,3",01
2019-03-03,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,0","0,0","5,9",06:32,"24,0",13:30,20,"1,9","7,2",15:37,"10,8","1021,4",Varias,"1016,3",24
2019-03-04,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,6","0,0","9,1",06:16,"26,0",12:39,18,"3,3","11,7",15:04,"10,0","1016,3",00,"1012,2",16
2019-03-05,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"18,3","0,0","13,4",07:19,"23,2",12:39,29,"3,6","10,3",01:55,"4,6","1015,7",Varias,"1012,0",24
2019-03-06,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,8","0,0","13,4",05:09,"20,1",19:43,28,"0,3","13,9",22:08,"2,5","1012,0",00,"1003,2",17
2019-03-07,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,4","0,0","8,6",23:01,"20,2",14:49,29,"3,6","13,3",08:25,"10,4","1014,5",Varias,"1009,6",00
2019-03-08,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,4","0,0","8,2",00:39,"20,7",11:19,99,"2,8","9,2",Varias,"10,8","1024,7",Varias,"1014,3",04
2019-03-09,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,0","0,0","7,4",Varias,"20,6",13:11,99,"2,5","6,7",Varias,"11,1","1028,8",Varias,"1024,5",03
2019-03-10,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,2","0,0","7,3",06:22,"23,2",13:05,99,"2,5","7,2",Varias,"10,9","1027,3",00,"1022,0",17
2019-03-11,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,7","0,0","9,1",05:47,"20,3",10:57,36,"5,0","13,9",13:20,"10,4","1027,8",Varias,"1021,1",03
2019-03-12,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,6","0,0","7,7",06:14,"19,6",11:51,17,"3,1","8,9",13:47,"11,1","1027,2",00,"1017,5",24
2019-03-13,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,4","0,0","9,8",22:30,"20,9",10:19,99,"4,4","10,3",Varias,"8,2","1024,8",Varias,"1015,3",04
2019-03-14,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,2","0,0","8,3",03:12,"18,0",12:24,99,"3,3","8,3",Varias,"11,1","1025,6",Varias,"1021,9",23
2019-03-15,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,2","0,0","7,3",04:25,"23,1",12:10,12,"2,5","7,8",14:06,"11,3","1022,8",Varias,"1020,5",03
2019-03-16,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,9","0,0","7,7",03:56,"24,1",12:07,20,"1,9","6,1",14:10,"11,3","1020,6",00,"1014,5",24
2019-03-17,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"18,4","0,0","7,8",02:41,"29,1",15:14,28,"5,3","12,5",11:35,"11,2","1014,5",Varias,"1008,7",16
2019-03-18,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,,"0,0",,,,,,,,,"1,3",,,,
2019-03-19,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,4","0,0","9,2",00:16,"17,5",10:55,07,"3,1","11,4",16:39,"5,3","1022,9",Varias,"1018,4",04
2019-03-20,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,8","0,0","6,6",23:23,"14,9",11:24,99,"3,6","11,4",Varias,"2,0","1024,9",Varias,"1021,9",03
2019-03-21,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,2","0,0","7,8",00:33,"18,5",13:26,07,"6,9","14,4",12:29,"11,2","1024,2",00,"1021,1",15
2019-03-22,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,4","0,2","7,4",06:24,"19,4",15:45,08,"3,9","8,3",15:55,"9,8","1023,2",Varias,"1020,6",16
2019-03-23,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,0",Ip,"11,3",06:25,"18,7",13:37,99,"2,8","7,8",Varias,"1,7","1022,6",Varias,"1020,4",24
2019-03-24,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,3","0,0","8,3",Varias,"20,3",12:28,99,"2,8","8,3",Varias,"10,5","1021,1",Varias,"1018,3",Varias
2019-03-25,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,0","0,0","9,0",04:00,"21,1",12:51,08,"2,8","7,2",15:23,"11,7","1018,3",00,"1013,6",17
2019-03-26,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,0","0,0","7,3",04:17,"18,7",12:53,08,"7,2","16,4",Varias,"11,8","1020,4",Varias,"1013,3",03
2019-03-27,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,5","0,0","8,7",23:49,"18,3",12:29,99,"6,9","14,4",Varias,"12,0","1023,5",Varias,"1019,1",04
2019-03-28,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,8","0,0","6,8",05:24,"18,7",10:16,11,"4,2","10,3",11:38,"11,8","1024,5",Varias,"1022,6",04
2019-03-29,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,8","0,0","7,9",04:20,"17,6",11:27,08,"6,1","12,5",09:49,"11,0","1024,2",Varias,"1020,8",17
2019-03-30,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,6","4,7","8,0",05:54,"17,3",12:27,08,"5,8","12,5",Varias,"8,9","1021,4",00,"1014,1",23
2019-03-31,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,8","14,7","10,7",04:50,"14,9",14:31,07,"2,5","10,8",11:19,"0,0","1014,7",00,"1007,2",15
2019-04-01,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,4","0,4","12,8",Varias,"18,1",13:28,99,"2,2","7,8",Varias,"2,3","1013,9",Varias,"1009,0",01
2019-04-02,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,8","4,9","11,3",05:39,"22,2",12:20,34,"2,2","9,7",20:32,"8,9","1013,6",00,"1008,7",17
2019-04-03,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,4","0,0","10,2",06:00,"22,5",10:56,17,"4,4","11,4",14:06,"11,9","1009,1",00,"996,3",18
2019-04-04,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,3","0,0","11,3",23:58,"17,3",09:44,07,"3,3","10,3",00:22,"8,1","1002,2",Varias,"998,2",00
2019-04-05,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,0","3,5","8,2",23:47,"19,7",11:45,30,"3,6","15,0",14:54,"7,3","1001,0",00,"995,7",15
2019-04-06,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,2","1,1","5,9",05:52,"18,5",12:36,31,"2,8","13,3",15:45,"8,0","1004,3",Varias,"999,9",02
2019-04-07,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,4","0,0","8,2",03:49,"20,7",15:46,28,"8,1","18,1",11:49,"9,7","1011,6",Varias,"1003,7",01
2019-04-08,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,4","0,0","12,9",23:00,"21,9",16:00,,,,,"2,5",,,,
2019-04-09,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,2","0,0","12,2",23:30,"22,2",14:19,31,"7,2","18,1",16:22,"10,0","1011,4",Varias,"1007,4",16
2019-04-10,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,8","0,0","8,7",02:09,"21,0",14:01,31,"6,7","16,9",12:27,"8,2","1010,7",Varias,"1007,5",15
2019-04-11,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,0","0,0","11,5",Varias,"20,6",12:42,99,"5,6","11,4",Varias,"12,5",,,,
2019-04-12,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,4","0,0","10,8",23:47,"20,0",11:12,99,"5,0","14,4",Varias,"12,7","1013,9",20,"1012,2",15
2019-04-13,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,0","0,0","7,9",05:12,"20,2",14:40,99,"2,8","8,3",Varias,"12,7","1015,0",Varias,"1012,4",03
2019-04-14,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"19,6","0,0","9,7",05:21,"29,5",13:11,99,"4,7","12,8",Varias,"12,7","1014,0",00,"1009,6",18
2019-04-15,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,,"0,0",,,,,,"4,7",,,"9,3","1012,8",Varias,"1009,9",16
2019-04-16,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,8","0,0","11,5",03:41,"22,2",09:08,27,"5,6","11,7",07:37,"11,8","1016,3",Varias,"1011,9",02
2019-04-17,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,4","0,0","11,3",05:14,"19,5",12:50,06,"6,1","13,9",18:46,"9,9","1015,8",00,"1009,6",19
2019-04-18,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,8","16,6","14,0",23:43,"19,5",12:51,99,"3,3","14,4",Varias,"0,2","1011,5",Varias,"1006,0",18
2019-04-19,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,6","98,9","12,3",Varias,"15,0",10:27,07,"3,6","16,4",23:36,"0,0","1012,2",Varias,"1009,3",24
2019-04-20,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,6","13,0","13,3",12:22,"16,0",15:20,05,"6,1","23,6",03:39,"0,0","1010,0",Varias,"1005,7",03
2019-04-21,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,0","45,6","12,3",22:46,"17,6",09:10,36,"4,2","20,6",19:29,"0,4","1008,5",00,"998,3",19
2019-04-22,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,7","0,3","11,3",23:54,"18,1",13:00,03,"1,9","14,4",00:01,"0,0","998,7",00,"996,5",15
2019-04-23,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,6","1,6","11,1",00:45,"22,0",12:24,26,"3,6","15,0",14:03,"5,2","1002,6",Varias,"994,8",04
2019-04-24,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,0","0,0","7,6",04:33,"20,4",15:27,18,"3,3","11,7",14:59,"13,1","1008,9",Varias,"1002,6",00
2019-04-25,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,9","0,0","10,6",04:30,"23,2",15:21,32,"3,9","12,5",16:33,"7,3","1015,5",24,"1007,3",04
2019-04-26,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,1","0,0","10,3",04:25,"23,9",14:00,17,"4,7","11,7",14:56,"12,9","1021,7",Varias,"1015,5",00
2019-04-27,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,6","0,0","12,1",00:52,"21,2",11:57,12,"3,3","8,9",13:16,"12,0","1023,1",Varias,"1020,2",02
2019-04-28,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,2","0,0","10,3",05:01,"22,0",13:36,12,"2,2","7,2",13:17,"13,3","1021,3",00,"1016,0",18
2019-04-29,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,4","0,0","11,2",03:29,"19,5",13:34,10,"3,3","8,3",11:32,"11,2","1017,0",Varias,"1014,1",17
2019-04-30,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,8","0,0","12,0",04:12,"19,7",Varias,08,"3,1","8,3",Varias,"10,8","1015,3",00,"1012,4",18
2019-05-01,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,6","0,0","12,8",01:52,"20,5",13:38,08,"3,6","7,8",13:15,"10,6","1012,6",Varias,"1009,5",18
2019-05-02,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"18,0","0,0","13,8",04:23,"22,2",13:08,08,"5,6","12,5",14:29,"11,7","1011,5",Varias,"1008,8",16
2019-05-03,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,0","0,2","11,7",04:41,"20,4",09:53,07,"5,3","11,7",19:21,"9,6","1010,2",00,"1005,4",14
2019-05-04,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,2","0,0","10,3",03:15,"20,2",12:05,29,"3,1","9,7",09:26,"12,7","1010,3",Varias,"1008,1",02
2019-05-05,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,4","0,0","12,5",05:07,"20,3",09:39,12,"3,9","9,7",10:43,"13,4","1013,8",Varias,"1007,6",01
2019-05-06,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,1","0,0","12,0",03:19,"20,2",09:13,13,"2,2","8,3",12:49,"4,8","1015,9",Varias,"1013,0",01
2019-05-07,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"18,4","0,0","14,3",00:20,"22,5",12:23,12,"1,7","8,3",11:40,"8,8","1015,2",00,"1011,1",24
2019-05-08,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"21,8","0,0","13,5",04:05,"30,1",12:51,26,"3,1","12,5",20:28,"11,2","1011,1",00,"1005,8",18
2019-05-09,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"22,9","0,0","17,7",23:39,"28,1",10:19,27,"1,9","9,7",03:12,"8,8","1010,4",Varias,"1008,0",01
2019-05-10,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"23,8","0,0","17,0",04:36,"30,5",11:15,32,"4,2","11,4",07:33,"12,6","1011,2",Varias,"1008,8",16
2019-05-11,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"24,0","0,0","18,9",23:58,"29,1",09:27,99,"3,9","12,5",Varias,"13,3","1019,3",Varias,"1010,8",01
2019-05-12,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"19,8","0,0","15,5",23:49,"24,0",12:45,07,"3,1","9,7",00:01,"12,4","1021,1",10,"1016,3",19
2019-05-13,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"18,6","0,0","14,1",02:02,"23,2",13:24,11,"2,5","9,2",14:09,"10,7","1018,0",23,"1014,9",14
2019-05-14,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"18,5","0,0","12,3",04:30,"24,7",13:31,99,"3,1","8,9",Varias,"13,1","1017,7",00,"1011,2",24
2019-05-15,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"18,7","0,0","11,8",03:26,"25,6",10:16,99,"4,4","11,4",Varias,"12,9","1011,2",00,"1006,5",15
2019-05-16,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"19,2","0,0","16,9",22:41,"21,6",12:45,07,"3,1","10,8",Varias,"12,3","1009,9",00,"1001,2",24
