id,name,type,link,description,comment,coordinates
1245050,Monumento dedicado a la Paz,Monumentos,/es/alicante/lugares-de-interes/monumentos/monumento-dedicado-a-la-paz/1245050,"
          Este monumento es uno de las esculturas más emotivas de las que se encuentran en la ciudad. En 1997, Miguel Angel Blanco, un diputado del Partido Popular por Ermua, en Vizcaya, fue asesinado a sangre fría por la banda terrorista ETA, después de haber sido secuestrado dos días antes. Esto produjo un movimiento popular como nunca antes se había producido para exigir a la banda armada su liberación. Pero finalmente fue asesinado. En toda España se crearon monumentos y eventos en relación a este trágico suceso y en Alicante, coincidiendo con el Día Mundial de la Paz, en 2005, se erigió esta escultura móvil, obra del escultor David Angelini. Representa una gran jaula y dentro, una paloma, que gira sobre su eje intentando liberarse de su cautiverio, girando a 14 revoluciones por minuto.
La puedes encontrar en la Gran Vía de Alicante, entre la Calle Sidi Ifni y Avenida Sanchís Candela con Calle Alonso Cano.
        ",,"38.3655282,-0.480213"
1372622,Museo Parroquial San Juan de la Ribera,Museos,/es/alicante/lugares-de-interes/museos/museo-parroquial-san-juan-de-la-ribera/1372622,"
          El Museo Parroquial de San Juan de la Ribera se encuentra en la Iglesia de la Natividad de Nuestra Señora de Alcalalí. Alberga casullas antiguas, exposiciones de pinturas, esculturas, orfebrería, ropajes de la familia Lihori, y entre otros objetos de interés, una biblioteca con la historia de la iglesia.
* Horarios: Visitas concertadas previa llamada telefónica.
        ",,"38.7493283,-0.0411854"
1375093,Museo del papel,Museos,/es/alicante/lugares-de-interes/museos/museo-del-papel/1375093,"
          Banyeres de Mariola cuenta con un legado patrimonial de primer orden. Llegó a tener catorce molinos papeleros activos de los cuales se conservan una buena parte. Este es el único museo del papel que existe en la Comunidad Valenciana. El contenido se presenta a través de objetos y de proyecciones multimedia para explicar la historia del papel desde los aspectos globales hasta las particularidades locales.
        ",,"38.7216829,-0.6548857"
1308649,Mirador La Falzia,Miradores,/es/alicante/lugares-de-interes/miradores/mirador-la-falzia/1308649,"
          Está situado a 150 metros de la Cala del Portitxol y ofrece un espectacular dibujo del conjunto del litoral, que abarca una panorámica desde el Cap de Sant Antoni y el Cap Prim hasta la imponente imagen del Cap Negre, bañado todo por el Mediterráneo.
        ",,"38.7478935,0.2238146"
1245049,Monumento conmemorativo de la Inauguración del Bulevar del Pla,Monumentos,/es/alicante/lugares-de-interes/monumentos/monumento-conmemorativo-de-la-inauguracion-del-bulevar-del-pla/1245049,,"
          Le falta mantenimiento. 
        ","38.3609174,-0.4747161"
1244838,Cuevas de Canelobre,Parques / Naturaleza,/es/alicante/lugares-de-interes/parques-naturaleza/cuevas-de-canelobre/1244838,"
          Red de cuevas con visitas guiadas. Albergan en su interior una de las bóvedas más altas de todas las cuevas de España, con 70 metros de altura. Las Cuevas del Canelobre son uno de los principales atractivos turísticos de la provincia de Alicante. Se encuentran emplazadas a 700 metros de altitud en la ladera septentrional de la sierra Cabeçó D’Or.
Como elementos destacados podemos nombrar ‘La Sagrada Familia’, un conjunto en el que destaca una columna rocosa de más de 25 metros de altura, y ‘El Canelobre’, una estalagmita en el centro de la sala que tiene una antigüedad de más de 100.000 años.
        ",,"38.5098005,-0.4118158"
1375244,Cala Morello,Playas,/es/alicante/lugares-de-interes/playas/cala-morello/1375244,"
          Con tan sólo 50 metros de longitud, la Cala Morelló está dotada, en sus días de verano, de un puesto de socorrismo, balizamiento, restaurantes muy cercanos, aseos y lavapiés; es una preciosa cala abierta que está formada por fina arena, bolos y rocas y una de las más visitadas por estar cerca del famoso yacimiento de los Baños de la Reina.

Cabe mencionar que gracias a su posición cercana al Paseo Marítimo Infanta Elena y de Las Salinas, es muy fácil acceder a ella. 
        ",,"38.6407374,0.0668903"
1375456,Playa de Les Marines,Playas,/es/alicante/lugares-de-interes/playas/playa-de-les-marines/1375456,"
          La playa Les Marines presume de arena, amplitud y una buena ubicación (al abrigo de los vientos del sur y sureste), lo que la convierte en una de las más conocidas de Dénia y muy agradable tanto para los adultos como para los niños. Desde la playa se tiene además una de las mejores vistas del castillo de Dénia y bares y restaurantes de toda clase en los alrededores para reponer fuerzas en cualquier momento.
        ",,"38.8535924,0.094172"
1375630,Playa de La Granadella,Playas,/es/alicante/lugares-de-interes/playas/playa-de-la-granadella/1375630,"
          La cala de la Granadella es uno de los pequeños tesoros de Xàbia. Para acceder a la playa existe una carretera de abrupta pendiente que, poco a poco, exhibe la belleza que la playa esconde.
Un lugar idóneo para la práctica del submarinismo por su cómodo acceso, la abundante información y sus aguas cristalinas. Ha obtenido bandera azul desde 1987.
        ",,"38.7297131,0.19707"
1617862,Cala Advocat (Benissa),Playas,/es/alicante/lugares-de-interes/playas/cala-advocat-(benissa)/1617862,"
          Esta pequeña cala de Benissa es una maravilla natural en la que podrás pasar un día de playa fantástico. La cala tiene un espigón que hace que las aguas sean tranquilas. Incluso desde el propio espigón se han instalado unas escaleras con las que puedes zambullirte directamente. Por ejemplo zambullirte para hacer snorkel ya que hay bastantes pececillos. La cala tiene una zona de arena y otra de piedras, además de el espigón.
Desde la cala hay una vista espectacular del acantilado El Cantalar, y siguiendo la visual, al fondo, el majestuoso Peñón de Ifach.
Hay un aparcamiento pequeño y en verano montan un chiringuito para poder tomar algo.
        ",,"38.6728849,0.0986662"
1244830,Museo de Hogueras,Museos,/es/alicante/lugares-de-interes/museos/museo-de-hogueras/1244830,,"
          gran lugar de nuestra historia
        ","38.345866,-0.484262"
1244831,Museo de los Belenes,Museos,/es/alicante/lugares-de-interes/museos/museo-de-los-belenes/1244831,,"
          lugar curioso.  Para mi ademas de las preciosas figuras lo q mas me llamo la atencion es q son obras (casi en su totalidad) cedidas/donadas por los creadores q segun me comentaron son ciudadanos sin nombre artísticos (pero no lo aseguro al 100%)
        ","38.345922,-0.4816804"
1244858,Museo de Bellas Artes Gravina. MUBAG,Museos,/es/alicante/lugares-de-interes/museos/museo-de-bellas-artes-gravina-mubag/1244858,"
          El museo de Bellas Artes Gravina-MUBAG emplea como espacio de exposiciones el Palacio de Gravina, edificio del siglo XVIII que perteneció al conde de Lumiares y que fue sede del Archivo Provincial. Alberga obras cedidas por la Diputación Provincial de Alicante y compuesto por obras de arte alicantino del periodo comprendido entre la Edad Media y las primeras décadas del s. XX.

El Museo de Bellas Artes Gravina, MUBAG, permanecerá cerrado por obras de acondicionamiento y abrirá de nuevo sus puertas en 2019. En este tiempo renovará sus instalaciones y la organización de nuevas exposiciones y actividades.
        ",,"38.3455307,-0.4794579"
1244860,Museo de la ciudad de Alicante MUSA,Museos,/es/alicante/lugares-de-interes/museos/museo-de-la-ciudad-de-alicante-musa/1244860,"
          El  Museo de la Ciudad de Alicante MUSA está ubicado en el Castillo de Santa Bárbara, y está integrado po­r cinco salas.­ Se complementan con el Aljibe renacentista y con la S­ala vídeo, que recoge una proyección acerca del “Espacio del dolor” (calabozos).

* Salas que componen el Museo MUSA

1. Edificio Cuerpo de Ingenieros.

Adaptado como Centro de Información de Visitantes. Con exposición de restos arqueológicos y un audiovisual en pantalla grande sobre la historia de la ciudad. Brilla por sí mismo el conjunto del suelo, de vidrio con grabaciones, que dibujan figuras alusivas a aspectos históricos.

2. Antiguo hospital. Alberga la exposición “Alicante traspasada de Mediterráneo”.

Desarrolla la idea del Mediterráneo como marco para explicar fenómenos locales. Pone énfasis en la vinculación de la ciudad con el Mare Nostrum intercalando materiales arqueológicos y etnológicos, ilustrados con citas y fragmentos literarios. La muestra evidencia la intensa relación de la ciudad con un mar lleno de historia y cultura.

3. Sala Larga. Exhibe la exposición “Historias y personas”.

Con dos espacios diferenciados. Uno muestra escudos de piedra, lápidas, heráldica y fotografías. Al fondo de la sala se ve la antigua puerta medieval a la fortaleza. Junto a ella se levanta una pantalla interactiva para ahondar sobre historias y personas, en la que se podrán obtener datos de apellidos y profesiones de los alicantinos a lo largo del tiempo.

4. Salas de la Mina o Cuevas de los ingleses.

Exposición “La explosión de la mina” durante la Guerra de Sucesión 1701 – 1713. Hay tres pequeñas salas. La de la izquierda presenta una pantalla de televisión para exhibir audiovisuales. En ella se observa una filmación con figuras animadas sobre los sucesos que eclosionaron en el estallido de la mina. La sala central conserva la instalación Tela de Araña, de metal, una obra escultórica. La sala de la derecha va con expositores y láminas con documentación de los diferentes asedios a la ciudad y el castillo en aquella guerra internacional.
        ",,"38.3524021,-0.4779462"
1244862,Museo Taurino de Alicante,Museos,/es/alicante/lugares-de-interes/museos/museo-taurino-de-alicante/1244862,"
          

El Museo Taurino de Alicante se encuentra en una de las dependencias de la Plaza de Toros de la ciudad, ubicada en la plaza de España.

Sus salas acogen una exposición permanente de toreros alicantinos como Vicente Blau, José María Manzanares, Francisco Antón y Luis Francisco Esplá  y también se celebran tertulias, proyecciones y charlas relacionadas con el mundo del toro.­

        ",,"38.352586,-0.484547"
1244864,La Lonja de Pescado. Sala de exposiciones,Museos,/es/alicante/lugares-de-interes/museos/la-lonja-de-pescado-sala-de-exposiciones/1244864,"
          La antigua Lonja de Pescado de Alicante es un edifico municipal en el que se celebran exposiciones y otros eventos de carácter cultural a lo largo de todo año. Se trata de un edificio con elementos magrebies que fue llevado a cabo por el Ingeniero de Caminos Próspero Lafarga en entre 1917 y 1921.  La lonja de Pescado está compuesta por una nave longitudinal con varios transversales que dejan entre ellos grandes patios semi-interiores.

Este edificio fue adquirido y rehabilitado por el Ayuntamiento de Alicante y desde 1992 ofrece a sus visitantes numerosas exposiciones de pintura, escultura, historia, naturaleza, …y actividades tales como el mercadillo Nuevo futuro, Festival de títeres – Festíteres, presentaciones de libros, entrega Premio Azorín…
        ",,"38.3392392,-0.4878781"
1245055,Museo Refugio Antiaéreo Plaza Séneca,Museos,/es/alicante/lugares-de-interes/museos/museo-refugio-antiaereo-plaza-seneca/1245055,,"
          Un lugar, q se deberia de fomentar más como pasa en otros lugares/Países.   son lugares q nos deberia de hacer recapacitar, LO Q NO DEBEMOS DE HACER.
        ","38.3412905,-0.4906609"
1246310,Museo Nueva Tabarca,Museos,/es/alicante/lugares-de-interes/museos/museo-nueva-tabarca/1246310,"
          El antiguo edificio del almacén de la Almadraba, una vez terminada su rehabilitación como Edificio de Servicios, es el espacio que alberga el Museo Nueva Tabarca desde su inauguración en mayo de 2004.

Para ello se llevó a cabo una nueva distribución de las salas del mismo, eso sí, conservando la planta original, con el objetivo de poder acoger los dos grandes espacios de los que consta en un principio este proyecto museístico: la Sala de Audiovisual y la Sala de Exposición.

Testigo y símbolo de las intensas relaciones entre el hombre y el mar que se han sucedido en la Isla a lo largo de los tiempos, la Almadraba de Tabarca fue durante muchos años el principal motor económico para los habitantes isleños, fundamentalmente gracias a la pesca del atún. En la actualidad, este edificio directamente relacionado con esa importante actividad pesquera, se ha convertido en un espacio físico desde donde se contribuye a conocer el notable patrimonio tabarquino, tanto natural como cultural, y por extensión, el de las gentes que han tenido en el mar su principal aliado para sobrevivir.

Horario: 
Miércoles a Domingo, ambos inclusive, adaptado al horario de los barcos de línea Santa Pola-Tabarca (por las mañanas a partir de las 10,45h) . A partir de las 11,30h., en horario estival, adaptado al horario de los barcos de línea Alicante-Tabarca).

Visitas colectivas: solicitud telefónica previa; también por e-mail: conserjeria.museotabarca@alicante.es
        ",,"38.1660764,-0.4786505"
1246311,Museo arqueológico Alcoy,Museos,/es/alicante/lugares-de-interes/museos/museo-arqueologico-alcoy/1246311,"
          A inicios de los años 40, el ayuntamiento de Alcoy rehabilitó el edificio para destinarlo a usos culturales. El 18-7-1945 se inauguraba el museo bajo la denominación de Museo de Arte y Biblioteca Pública. Más tarde, en 1958, pasaría a llamarse Museo Arqueológico Municipal ""Camilo Visedo Moltó"", en memoria de su creador.

En los últimos años el edificio ha sufrido una completa rehabilitación interior, así como una notoria ampliación (1985-1990). En la planta baja se encuentra una sala de exposiciones cambiantes (90 m2), destinada a mostrar las últimas investigaciones y hallazgos.

La actual exposición museográfica permanente (192 m2) presenta una selección de materiales arqueológicos ordenados temática y cronológicamente. También se encuentra abierta al público una biblioteca especializada. El museo dispone de almacenes, un laboratorio de restauración, un gabinete de dibujo y un área de administración.
        ",,"38.700224,-0.473693"
1246314,Museo del juguete,Museos,/es/alicante/lugares-de-interes/museos/museo-del-juguete/1246314,"
          Ubicado en la antigua estación de tren Dénia-Carcaixent.

En la planta baja se halla el centro de Arte con exposiciones temporales (consultar programa en www.denia.net) . En la primera planta se ubica el museo del juguete.

En el museo se expone una amplia variedad de juguetes de la época, que nos muestran la importancia de dicha industria a partir del año 1904.

Juguetes de metal y, sobre todo, de madera caracterizan la producción juguetera de la época, creando desde flota de coches y aviones de pedales y otros ingenios con ruedas, hasta barcos de vela, carros, camiones que reproducen a los grandes del transporte por tierra, cocinas de madera, juego de bolos o anillas, etc.



INTERÉS HISTÓRICO

La primera industria juguetera en Dénia, en el año 1904 estaba dedicada exclusivamente a juguetes de hojalata litografiada, con maquinaria y modelos importados de Alemania. Diez años después, se creó una fábrica de juguete de madera, torneado y barnizado y con primorosos acabados, decorados con apliques metálicos.

En los años veinte, frente al desarrollo del juguete del metal, tomó cuerpo una producción de juguetes de madera que con el tiempo caracteriza el juguete de Dénia.

El juguete de los años 50 era, por excelencia, el juguete de madera. A pesar de la todavía saneada producción de triciclos, bicicletas, coches de pedales o patinetes, con raíces en las primeras décadas del siglo y pese a la lujosa producción de coches de pedales, aviones y tartanas de metal, era la madera y los colores que la acompañan la huella más emblemática que durante estos años alcanzaron memorables cotas de popularidad.

Entre los motivos de los juguetes destacan los barcos de vela, carros tirados por caballos o por el indolente burrito, camiones, etc. Las cocinas de madera, el juego de bolos, el juego de anillas, o los fuertes con cowboys e indios evidencian la riqueza y la diversidad del juguete de madera de Dénia.
        ",,"38.8403594,0.1108359"
1246315,Museo de la fiesta,Museos,/es/alicante/lugares-de-interes/museos/museo-de-la-fiesta/1246315,"
          No estar en Elche en agosto ni, en los años pares, a finales de octubre y comienzos de noviembre, no es razón para no vivir intensamente el Misteri.

El Museo Municipal de la Festa nació en 1997 con la idea de atrapar en el espacio y en el tiempo parte de la magia que envuelve el Misteri, o Festa d’Elx, y para darlo a conocer a quienes, por visitar la ciudad fuera del periodo de las representaciones, no pueden presenciarlas en directo en la basílica de Santa María.

Dispone de dos salas: en la primera, integrada en las dependencias de la Casa de la Festa (sede del Patronato del Misteri y lugar de ensayo de los cantores), se muestran elementos relativos a la puesta en escena, como carteles antiguos, instrumentos, vestidos de los cantores y una maqueta de la basílica.

Efectos especiales

Pero el auténtico atractivo del museo se encuentra en la segunda sala, que ocupa la nave de la ermita de San Sebastián, último vestigio conservado en la ciudad del gótico catalán del siglo XV, que sirvió de local de ensayo de la Capella hasta la inauguración de la Casa de la Festa, en 1988.

En su interior, las nuevas tecnologías reviven la historia y la emotividad que rodea a esta extraordinaria representación, mediante un audiovisual de media hora de duración, conducido por uno de los personajes del Misteri, el apóstol San Jaime (Santiago), acompañado con espectaculares efectos especiales.

Libros y recuerdos

El museo dispone de una pequeña tienda para llevar como recuerdo algún elemento de la iconografía del Misteri y de la Virgen de la Asunción; también venden libros, CDs y DVDs de la Festa. La planta superior se destina a archivo y centro de investigación.

Junto al museo, en la Casa de la Festa (que conserva parte de la fachada del antiguo hospital de Caridad, de los siglos XV y XVI), se pueden adquirir las entradas para los Ensayos Generales que se realizan los días 11, 12 y 13 de agosto y, los años pares, el 29 y 30 de octubre. 
        ",,"38.2670452,-0.6987207"
1246316,Museo Arqueológico y de Historia de Elche,Museos,/es/alicante/lugares-de-interes/museos/museo-arqueologico-y-de-historia-de-elche/1246316,"
          La apasionante historia ilicitana, desde sus orígenes hasta la actualidad, está recogida de forma amena e interactiva en el Museo Arqueológico y de Historia de Elche Alejandro Ramos Folqués (MAHE). El renovado espacio, inaugurado en 2006, dota a la ciudad de una infraestructura cultural de primer orden, que pone en valor de forma definitiva el riquísimo patrimonio arqueológico e histórico de Elche. Elementos audiovisuales, pantallas táctiles y paneles facilitan la comprensión del material expuesto.

Su concepción parte del escrupuloso respeto a la trayectoria desarrollada durante más de cuarenta años por el Museo Arqueológico Municipal Alejandro Ramos Folqués, personaje y centro que han adquirido un prestigio notable en el conjunto de la investigación arqueológica española.

Toda la fortaleza

El museo ocupaba desde 1982 las dependencias rehabilitadas de una antigua fábrica textil en el ala Este del alcázar de la Señoría, o palacio de Altamira. El nuevo proyecto museístico del MAHE incorporó no sólo toda la fortaleza, sino también el primer sótano de un aparcamiento subterráneo construido en la zona de Traspalacio.

Se dispone así de dos espacios para establecer un discurso histórico/cronológico de la ciudad. Es un único museo, dividido en dos secciones: arqueológica e histórica. La primera abarca desde los orígenes hasta el final de la etapa visigoda y la llegada de los primeros pobladores árabes; la segunda comienza con la fundación de la nueva villa por parte de los musulmanes y alcanza hasta nuestros días.

Piezas arqueológicas

En Traspalacio, con estructura de nueva planta, se muestra una nutrida colección de excelentes piezas arqueológicas. Sus seis salas van desde el Neolítico (hacia el 4.000 a.C.) hasta la tardo-antigüedad, con amplio protagonismo del legado ibero y obras memorables como el pilar-estela, las esculturas del toro y de la esfinge y la cerámica decorada: todo ello figura entre los mejores exponentes de esta cultura hallados en España. También hay reproducciones de enterramientos y de hábitats de esa época (siglos VI al III a. C.).

Desde esta planta se contemplan un trozo de muralla medieval y restos de una de sus torres, así como parte de un acueducto del siglo XVII que surtía de agua a la ciudad por un ramal de la acequia Mayor.

Alcázar de la Señoría

El segundo espacio expositivo es el alcázar de la Señoría, incorporado como un elemento más al museo, ya que no había sido visitable en su totalidad hasta la apertura del MAHE. Las excavaciones realizadas para su rehabilitación en 2005 permitieron dejar al descubierto parte del antiguo trazado islámico, con una gran puerta monumental de acceso desde la ladera del río.

A través del patio de Armas se llega a sus dos plantas del ala Este, que albergan el museo histórico y una exposición tecnológica con piezas seleccionadas a partir del siglo XIII hasta la actualidad, apoyada con paneles y material gráfico.

La sala inferior cubre el periodo que va desde la conquista cristiana (1265) hasta el siglo XVII y en ella destacan las cruces de término de los caminos de Orihuela (siglo XIV) y Alicante (siglo XV).

El piso superior abarca las tres últimas centurias de la historia local, mientras la sala acristalada del ala oeste se dedica a exposiciones.

Torre del Homenaje

La imponente torre del Homenaje, que preside la fortaleza, fue el hogar de la Dama de Elche durante su estancia temporal de seis meses en 2006. Mientras los ilicitanos esperan su regreso, el lugar lo ocupa una réplica exacta del famoso busto ibero, cedida por el Museo Arqueológico de Alicante (MARQ).

El patio de Armas del palacio de Altamira se utiliza de forma regular para actos culturales y sociales.
        ",,"38.2681788,-0.6976157"
1246317,Museo de Arte Contemporáneo,Museos,/es/alicante/lugares-de-interes/museos/museo-de-arte-contemporaneo/1246317,"
          Pleno barrio del Raval, uno de los de más carácter de la ciudad, el Museo de Arte Contemporáneo, inaugurado en 1980, hizo realidad el proyecto de un colectivo local de pintores creado a finales de los sesenta, el Grup d’Elx.

Está ubicado en el edificio (rehabilitado y ampliado en dos alturas) que albergó el Ayuntamiento del antiguo Raval de la Morería, construcción barroca de mediados del siglo XVII, con una zona porticada y una lonja en su ángulo de poniente, bajo la cual pasa la calle Mayor de este enclave de origen medieval.

Valiosa colección

El sueño del Grup d’Elx se plasmó en una valiosa colección, profundamente conectada con el devenir histórico y plástico de los últimos sesenta años. La gran cohesión de sus fondos, así como las peculiares y solidarias circunstancias de su formación, lo convierten en elemento de primer orden: de ahí su reconocimiento dentro de la red de museos y colecciones museográficas permanentes de la Comunidad Valenciana.

Figuras muy emblemáticas y representativas de la vanguardia valenciana y española, como Arcadi Blasco, Juana Francés, Salvador Soria, Toni Miró, Equipo Crónica, Viola, Genovés y Amalia Avia, entre otros, constituyen el corpus central de este valioso patrimonio. En él están representados muchos de quienes promovieron la puesta al día del arte español entre los años cuarenta y sesenta del pasado siglo, eclosionando a partir de los ochenta y hasta nuestros días.

Centro de Exposiciones

El museo organiza muestras temporales, que se exhiben en el cercano Centro Municipal de Exposiciones (plaza de San Juan, frente a la iglesia del mismo nombre), junto a las que monta el propio Ayuntamiento.

Frente a este moderno edificio de tres plantas se encuentra la escultura del pintor Sixto Marco, uno de los fundadores del Grup d’Elx y del museo, carismático personaje muy querido en la ciudad, fallecido en 2002.
        ",,"38.2608326,-0.6987175"
1246327,Museo Paleontológico de Elche,Museos,/es/alicante/lugares-de-interes/museos/museo-paleontologico-de-elche/1246327,"
          Reptiles marinos, réplicas de dinosaurios, restos de mastodontes… Un fascinante universo que nos conduce hasta el Paleozoico, con talleres y audiovisuales. Todo esto y mucho más aguarda al visitante en el Museo Paleontológico de Elche (MUPE), inaugurado en 2004 en el tradicional barrio del Raval.

Los más de 1.200 fósiles y reconstrucciones expuestas a lo largo de sus salas permiten realizar un completo recorrido por la apasionante historia de la vida en nuestro planeta. Consta de dos plantas: la inferior está dedicada a la paleontología en general, mientras que en la superior se profundiza en la historia geológica de la provincia de Alicante y zonas limítrofes.

T-Rex

El vestíbulo del MUPE alberga una reconstrucción del gabinete de Pedro Ibarra, archivero, bibliotecario y arqueólogo de principios del siglo XX, pionero en la investigación de la arqueología y paleontología en la ciudad.

Tras esta introducción, comienza el viaje en el tiempo con un audiovisual sobre el origen del Universo y la aparición de las primeras formas de vida en la Tierra.

Tres salas recuerdan, por orden de antigüedad, los tres periodos: Paleozoico, Mesozoico y Cenozoico, con la fauna y flora existentes en cada momento. Entre los fósiles que se exhiben destacan excepcionales ejemplares de trilobites, ammonites, un mosasaurio -reptil marino- y réplicas de dinosaurios, con un cráneo de T-Rex y la reconstrucción de Spinophorosaurus nigerensis,una nueva especie de dinosaurio, procedente de Níger, definida por el equipo de paleontólogos del MUPE.

Restos de mastodonte

La riqueza paleontológica de la provincia de Alicante se deja sentir en los espacios de la planta superior, con ejemplares procedentes de yacimientos de Elche, Crevillent, Guardamar y Aspe. También están presentes zonas cercanas, como Morella y Ribesalbes (Castellón), Las Hoyas (Cuenca) y Quibas (Murcia), entre otras.

Entre las estrellas del MUPE, repleto de piezas interesantísimas, destacan restos originales de dinosaurios de Morella, impresionantes restos de mastodonte de Crevillent y peces con una conservación excepcional, reflejo de uno de los eventos geológicos más impactantes del Mediterráneo: su desecación.

Único en Alicante

Además, el visitante puede disfrutar de un espacio de exposiciones temporales, que alberga en estos momentos una muestra de minerales.

El MUPE es el único museo de paleontología de la provincia de Alicante. Además de atesorar parte de su rico patrimonio, investiga, conserva y difunde a través de sus actividades didácticas.
        ",,"38.261453,-0.6991371"
1246330,Museo del ferrocarril,Museos,/es/alicante/lugares-de-interes/museos/museo-del-ferrocarril/1246330,"
          Tipo de Evento: Actividades infantiles

ACTIVIDADES:

Museo: Sábados de 16:30 a 19:30 horas. Segundo domingo de mes, de noviembre a abril y de 10:30 a 13:30 horas. Entrada gratuita.
FCAT VV (Ferrocarril Alicante-Torrellano vapor vivo, trenes a escala 1/8 tripulados).
Maquetismo
Servicio de trenes:
Sábados de 16:30 a 19:00 horas.
Donativo para viajar en los trenes: 1,50 euros.

Servicio de trenes con tracción vapor “Alicante – Torrellano Vapor Vivo (FCAT VV)”:
El “Ferrocarril Alicante Torrellano vapor vivo” es una de las  actividades que realiza la Associació Alacantina d’Amics del Ferrocarril.
Dentro de la afición al ferrocarril, uno de los aspectos mas interesantes es el del modelismo ferroviario. Entre las múltiples escalas y tendencias, la más llamativa por su posibilidad de uso público es el llamado vapor vivo tripulado  (vapor-vivo o live-steam lo llaman la mayoría de aficionados europeos). Las dimensiones, sus instalaciones al exterior, la circulación de locomotoras con tracción a vapor, la utilización del carbón mineral como combustible y la posibilidad de convertir al aficionado en auténtico maquinista son las características de estos pequeños ferrocarriles a escala, que tienen cada vez mas adeptos.

Días de funcionamiento de trenes con tracción vapor:
Segundo sábado de mes, de mayo a octubre, de 16:30 a 19:30 horas.
Segundo domingo de mes, de noviembre a abril, de 10:30 a 13:30 horas.
Donativo para viajar en los trenes: 1,50 euros.

Jornadas especiales para grupos, asociaciones, colectivos, previa visita concertada.
Colegios: Días lectivos previa visita concertada.
        ",,"38.2892732,-0.5822647"
1246391,Museo del Mar y de la Sal,Museos,/es/alicante/lugares-de-interes/museos/museo-del-mar-y-de-la-sal/1246391,"
          Expone una selección de objetos que constituyen un reflejo de las raíces de Torrevieja.

Es el museo más importante de la ciudad, fundamentalmente etnológico, donde podrás conoces los orígenes de la ciudad y su historia.

Inaugurado en febrero de 1995 en su actual sede provisional, expone una selección de objetos que constituyen un reflejo de las raíces de Torrevieja como, una muestra de artesanía salinera, colección de fotografías de época, maquetas de barcos, material arqueológico, elementos de pesca y navegación y otros. Recientemente destaca la exposición de una magnifica maqueta y diorama del velero torrevejense “Pascual Flores”, ultima embarcación en vida de la antigua marinería torrevejense de cabotaje, la cual se está rehabilitando en el Muelle de la Sal y que ha sido adquirida en el Reino Unido por el Ayuntamiento de Torrevieja.

Pero sin lugar a dudas, uno de los atractivos más singulares de este museo, es que se puede visitar el submarino Delfín S-61, cedido por el Ministerio de Defensa de España al Ayuntamiento de Torrevieja, constituyendo un hecho sin precendentes. El navío puede visitarse en el puerto, en la zona del muelle pesquero En su interior se pueden recorrer todas las dependencias de la embarcación, recibiendo visitas tanto nacionales como extranjeras, ya que es el único buque de estas características que se puede visitar en España. Representa todo un hito como prolongación del Museo del Mar y de la Sal de Torrevieja.


Dirección: Calle Patricio Perez,10 bajo
Horario:
Lunes y martes, de 10 a 14h
Miercoles, jueves, viernes y sábados, de 10 a 14h y de 16:30 a 20:30h
Domingos: de 10 a 13h
Precio: Entrada gratuíta
Teléfono: llamar de parte de Torrevieja.com al 966704643
        ",,"37.976801,-0.684337"
1246716,Palacio del Portalet,Museos,/es/alicante/lugares-de-interes/museos/palacio-del-portalet/1246716,"
          

El Palacio El Portalet fue construido a mediados del siglo XVIII. Recibe su nombre al estar situado en la esquina entre la calle de Labradores y la conocida como Portalet de Capuchinas, hoy calle de Santo Tomás, y cuyo nombre se debe a la existencia de una puerta, situada al final de la calle, que permitía atravesar la muralla, que transcurría por la Rambla, para llegar al Convento de las Capuchinas.

Hoy en día el palacio es el resultado de multitud de reformas que sus residentes llevaron a cabo a lo largo de tres siglos y se nos muestra ante nosotros como testimonio vivo de la historia de la ciudad de Alicante. En el siglo XIX parte del edificio fue administrado por la familia Maisonnave-O’Connor. A finales del siglo XIX fue sede de la Sociedad Filarmónica, del Partido Republicano Federal y aquí se hallaba la redacción de su periódico La Federación. A comienzos del siglo XX el edificio dio cabida al Montepío Mercantil Provincial de Alicante a cuya presencia se debe la exquisita decoración de los interiores de la Sala Noble donde esta asociación organizó multitud de fiestas, de carácter benéfico, y conferencias. Bajo la dirección de esta organización, durante la primera mitad del siglo XX se efectuaron las reformas más importantes en esta casa con la transformación de los espacios interiores y el añadido del último piso.

La rehabilitación actual ha permitido recuperar el edificio en todo su esplendor y se han musealizado tres de sus salas, una en la planta baja que alberga un Centro de Interpretación del propio edificio, otra en una entreplanta con la Colección de Guitarras Españolas Romanillos-Harris, y, por último, en la otra entreplanta, la exposición “Alicante Monumental de la Vila Nova a la Vila Vella” que recorre nuestro Casco Antiguo, a través de siete edificios históricos. La planta noble por si misma tiene un enorme interés.

Con independencia del propio interés de la visita del edificio, la sala noble y la sala de la planta tercera, así como la cubierta, pueden albergar actividades cíclicas y actividades extraordinarias de relevancia, en el ámbito de la cultura, la divulgación y las relaciones sociales.


Horarios

    Lunes: Cerrado
    Martes: 18:00 a 20:00h
    De miércoles a sábado: de 10:30 a 14:00h y 18:00 a 21:00h
    Domingos y festivos: de 10:30 a 14:00h


        ",,"38.3461341,-0.4833361"
